order_id,so_number,invoice_symbol,invoice_number,order_date,customer_code,warehouse_code,payment_method,notes,total_amount,total_quantity,processing_status,created_at,updated_at
1397,BH26.0672,C26TTN,651.1,2026-02-12,KH-00374,,,,84998100.0,68,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1398,BH26.0671,C26TTN,650.1,2026-02-12,KH-00162,,,,46002206.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1399,BH26.0670,C26TTN,649.1,2026-02-12,KH-00485,,,,92905904.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1400,BH26.0669,C26TTN,648.1,2026-02-12,KH-00359,,,,86041640.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1401,BH26.0748,C26TTN,727.1,2026-02-13,KH-00605,,,,34747768.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1402,BH26.0750,C26TTN,729.1,2026-02-13,KH-00343,,,,107219966.0,64,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1403,BH26.0749,C26TTN,728.1,2026-02-13,KH-00605,,,,25136660.0,16,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1404,BH26.0751,C26TTN,730.1,2026-02-13,KH-00639,,,,32369432.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1405,BH26.0747,C26TTN,726.1,2026-02-13,KH-00605,,,,80545340.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1406,BH26.0742,C26TTN,721.1,2026-02-13,KH-00547,,,,34943332.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1407,BH26.0745,C26TTN,724.1,2026-02-13,KH-00553,,,,89410162.0,50,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1408,BH26.0744,C26TTN,723.1,2026-02-13,KH-00341,,,,441187662.0,292,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1409,BH26.0743,C26TTN,722.1,2026-02-13,KH-00147,,,,135696434.0,102,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1410,BH26.0752,C26TTN,731.1,2026-02-13,KH-00457,,,,125840336.0,84,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1411,BH26.0741,C26TTN,720.1,2026-02-13,KH-00467,,,,33788882.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1412,BH26.0740,C26TTN,719.1,2026-02-13,KH-00569,,,,32393312.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1413,BH26.0746,C26TTN,725.1,2026-02-13,KH-00668,,,,98793320.0,62,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1414,BH26.0753,C26TTN,732.1,2026-02-13,KH-00350,,,,56248876.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1415,BH26.0759,C26TTN,738.1,2026-02-13,KH-00417,,,,92292208.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1416,BH26.0755,C26TTN,734.1,2026-02-13,KH-00463,,,,172934416.0,102,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1417,BH26.0756,C26TTN,735.1,2026-02-13,KH-00169,,,,143825524.0,94,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1418,BH26.0757,C26TTN,736.1,2026-02-13,KH-00024,,,,137692188.0,78,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1419,BH26.0758,C26TTN,737.1,2026-02-13,KH-00386,,,,230336616.0,144,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1420,BH26.0760,C26TTN,739.1,2026-02-13,KH-00670,,,,80184430.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1421,BH26.0761,C26TTN,740.1,2026-02-13,KH-00147,,,,29388880.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1422,BH26.0762,C26TTN,741.1,2026-02-13,KH-00671,,,,123409210.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1423,BH26.0763,C26TTN,742.1,2026-02-13,KH-00376,,,,41486652.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1424,BH26.0764,C26TTN,743.1,2026-02-13,KH-00672,,,,57807760.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1425,BH26.0765,C26TTN,744.1,2026-02-13,KH-00673,,,,24092218.0,14,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1426,BH26.0767,C26TTN,746.1,2026-02-13,KH-00674,,,,19906664.0,12,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1427,BH26.0768,C26TTN,747.1,2026-02-13,KH-00673,,,,40668878.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1428,BH26.0739,C26TTN,718.1,2026-02-13,KH-00667,,,,70705536.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1429,BH26.0754,C26TTN,733.1,2026-02-13,KH-00669,,,,36108504.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1430,BH26.0766,C26TTN,745.1,2026-02-13,KH-00671,,,,33837772.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1431,BH26.0738,C26TTN,717.1,2026-02-13,KH-00667,,,,16161110.0,10,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1432,BH26.0736,C26TTN,715.1,2026-02-13,KH-00147,,,,292768252.0,206,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1433,BH26.0737,C26TTN,716.1,2026-02-13,KH-00666,,,,172579390.0,126,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1434,BH26.0708,C26TTN,687.1,2026-02-13,KH-00435,,,,26084808.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1435,BH26.0710,C26TTN,689.1,2026-02-13,KH-00656,,,,124649966.0,82,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1436,BH26.0711,C26TTN,690.1,2026-02-13,KH-00656,,,,106899966.0,72,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1437,BH26.0712,C26TTN,691.1,2026-02-13,KH-00495,,,,32084438.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1438,BH26.0713,C26TTN,692.1,2026-02-13,KH-00342,,,,195826618.0,120,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1439,BH26.0714,C26TTN,693.1,2026-02-13,KH-00657,,,,52222206.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1440,BH26.0715,C26TTN,694.1,2026-02-13,KH-00658,,,,523517344.0,302,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1441,BH26.0716,C26TTN,695.1,2026-02-13,KH-00487,,,,84556648.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1442,BH26.0717,C26TTN,696.1,2026-02-13,KH-00396,,,,51716628.0,50,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1443,BH26.0718,C26TTN,697.1,2026-02-13,KH-00167,,,,120529236.0,72,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1444,BH26.0719,C26TTN,698.1,2026-02-13,KH-00557,,,,59044436.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1445,BH26.0720,C26TTN,699.1,2026-02-13,KH-00571,,,,75192930.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1446,BH26.0721,C26TTN,700.1,2026-02-13,KH-00659,,,,112211090.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1447,BH26.0709,C26TTN,688.1,2026-02-13,KH-00655,,,,33427766.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1448,BH26.0723,C26TTN,702.1,2026-02-13,KH-00346,,,,1887776.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1449,BH26.0722,C26TTN,701.1,2026-02-13,KH-00346,,,,85314782.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1450,BH26.0734,C26TTN,713.1,2026-02-13,KH-00664,,,,82478304.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1451,BH26.0733,C26TTN,712.1,2026-02-13,KH-00663,,,,29847774.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1452,BH26.0732,C26TTN,711.1,2026-02-13,KH-00662,,,,58364430.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1453,BH26.0731,C26TTN,710.1,2026-02-13,KH-00661,,,,48618508.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1454,BH26.0730,C26TTN,709.1,2026-02-13,KH-00660,,,,108877754.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1455,BH26.0735,C26TTN,714.1,2026-02-13,KH-00665,,,,159401076.0,92,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1456,BH26.0728,C26TTN,707.1,2026-02-13,KH-00364,,,,214170890.0,128,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1457,BH26.0727,C26TTN,706.1,2026-02-13,KH-00353,,,,77335544.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1458,BH26.0726,C26TTN,705.1,2026-02-13,KH-00390,,,,150705518.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1459,BH26.0724,C26TTN,703.1,2026-02-13,KH-00415,,,,164913288.0,106,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1460,BH26.0725,C26TTN,704.1,2026-02-13,KH-00496,,,,69716650.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1461,BH26.0729,C26TTN,708.1,2026-02-13,KH-00656,,,,73385526.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1462,BH26.0769,C26TTN,33.2,2026-02-22,KH-00675,,,,5537038.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1463,BH26.0770,C26TTN,34.2,2026-02-22,KH-00157,,,,4055556.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1464,BH26.0773,C26TTN,749.1,2026-02-23,KH-00091,,,,165080000.0,166,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1465,BH26.0772,C26TTN,748.1,2026-02-23,KH-00677,,,,81481480.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1466,BH26.0771,C26TTN,35.2,2026-02-23,KH-00676,,,,5000000.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1467,BH26.0805,C26TTN,779.1,2026-02-24,KH-00382,,,,73412208.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1468,BH26.0798,C26TTN,772.1,2026-02-24,KH-00338,,,,136857004.0,88,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1469,BH26.0799,C26TTN,773.1,2026-02-24,KH-00681,,,,88411092.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1470,BH26.0800,C26TTN,774.1,2026-02-24,KH-00682,,,,26374424.0,26,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1471,BH26.0801,C26TTN,775.1,2026-02-24,KH-00397,,,,47948130.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1472,BH26.0802,C26TTN,776.1,2026-02-24,KH-00518,,,,51384060.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1473,BH26.0803,C26TTN,777.1,2026-02-24,KH-00476,,,,90158120.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1474,BH26.0804,C26TTN,778.1,2026-02-24,KH-00217,,,,137358856.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1475,BH26.0806,C26TTN,780.1,2026-02-24,KH-00683,,,,83539984.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1476,BH26.0816,C26TTN,790.1,2026-02-24,KH-00684,,,,81583676.0,56,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1477,BH26.0808,C26TTN,782.1,2026-02-24,KH-00402,,,,108777754.0,66,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1478,BH26.0809,C26TTN,783.1,2026-02-24,KH-00493,,,,38572208.0,26,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1479,BH26.0810,C26TTN,784.1,2026-02-24,KH-00568,,,,137207736.0,92,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1480,BH26.0811,C26TTN,785.1,2026-02-24,KH-00605,,,,30513324.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1481,BH26.0812,C26TTN,786.1,2026-02-24,KH-00605,,,,67803322.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1482,BH26.0813,C26TTN,787.1,2026-02-24,KH-00605,,,,37796656.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1483,BH26.0814,C26TTN,788.1,2026-02-24,KH-00605,,,,21769994.0,14,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1484,BH26.0815,C26TTN,789.1,2026-02-24,KH-00545,,,,78174436.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1485,BH26.0797,C26TTN,771.1,2026-02-24,KH-00458,,,,130884216.0,84,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1486,BH26.0807,C26TTN,781.1,2026-02-24,KH-00147,,,,24604252.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1487,BH26.0796,C26TTN,770.1,2026-02-24,KH-00392,,,,58601100.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1488,BH26.0794,C26TTN,768.1,2026-02-24,KH-00338,,,,102344790.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1489,BH26.0774,C26TTN,36.2,2026-02-24,KH-00157,,,,4537038.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1490,BH26.0775,C26TTN,37.2,2026-02-24,KH-00157,,,,2944444.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1491,BH26.0776,C26TTN,38.2,2026-02-24,KH-00157,,,,4055556.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1492,BH26.0777,C26TTN,39.2,2026-02-24,KH-00157,,,,3685186.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1493,BH26.0778,C26TTN,751.1,2026-02-24,KH-00004,,,,115575518.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1494,BH26.0779,C26TTN,752.1,2026-02-24,KH-00019,,,,121488890.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1495,BH26.0780,C26TTN,753.1,2026-02-24,KH-00019,,,,163525184.0,84,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1496,BH26.0781,C26TTN,754.1,2026-02-24,KH-00019,,,,120162778.0,106,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1497,BH26.0795,C26TTN,769.1,2026-02-24,KH-00680,,,,144062192.0,92,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1498,BH26.0783,C26TTN,756.1,2026-02-24,KH-00019,,,,146684998.0,126,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1499,BH26.0782,C26TTN,755.1,2026-02-24,KH-00019,,,,166548150.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1500,BH26.0785,C26TTN,758.1,2026-02-24,KH-00019,,,,146114630.0,106,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1501,BH26.0786,C26TTN,760.1,2026-02-24,KH-00557,,,,31334808.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1502,BH26.0787,C26TTN,761.1,2026-02-24,KH-00365,,,,57826278.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1503,BH26.0788,C26TTN,762.1,2026-02-24,KH-00678,,,,33594796.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1504,BH26.0789,C26TTN,763.1,2026-02-24,KH-00543,,,,50695540.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1505,BH26.0790,C26TTN,764.1,2026-02-24,KH-00679,,,,11699070.0,10,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1506,BH26.0791,C26TTN,765.1,2026-02-24,KH-00679,,,,39316650.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1507,BH26.0792,C26TTN,766.1,2026-02-24,KH-00428,,,,71494972.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1508,BH26.0793,C26TTN,767.1,2026-02-24,KH-00466,,,,137137922.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1509,BH26.0784,C26TTN,757.1,2026-02-24,KH-00019,,,,150463706.0,56,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1510,BH26.0825,C26TTN,798.1,2026-02-25,KH-00091,,,,161140000.0,152,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1511,BH26.0824,C26TTN,797.1,2026-02-25,KH-00624,,,,183837732.0,120,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1512,BH26.0823,C26TTN,796.1,2026-02-25,KH-00687,,,,190449964.0,120,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1513,BH26.0821,C26TTN,794.1,2026-02-25,KH-00647,,,,23994440.0,14,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1514,BH26.0822,C26TTN,795.1,2026-02-25,KH-00671,,,,83276650.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1515,BH26.0819,C26TTN,792.1,2026-02-25,KH-00686,,,,52149990.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1516,BH26.0818,C26TTN,791.1,2026-02-25,KH-00134,,,,409822144.0,246,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1517,BH26.0817,C26TTN,40.2,2026-02-25,KH-00685,,,,5000000.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1518,BH26.0820,C26TTN,793.1,2026-02-25,KH-00647,,,,45093686.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1519,BH26.0862,C26TTN,834.1,2026-02-26,KH-00348,,,,54733326.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1520,BH26.0853,C26TTN,825.1,2026-02-26,KH-00477,,,,114474980.0,82,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1521,BH26.0854,C26TTN,826.1,2026-02-26,KH-00502,,,,32040918.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1522,BH26.0855,C26TTN,827.1,2026-02-26,KH-00503,,,,64918876.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1523,BH26.0856,C26TTN,828.1,2026-02-26,KH-00440,,,,28325174.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1524,BH26.0857,C26TTN,829.1,2026-02-26,KH-00692,,,,51772026.0,26,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1525,BH26.0858,C26TTN,830.1,2026-02-26,KH-00512,,,,50777770.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1526,BH26.0859,C26TTN,831.1,2026-02-26,KH-00347,,,,80694060.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1527,BH26.0860,C26TTN,832.1,2026-02-26,KH-00357,,,,59190730.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1528,BH26.0861,C26TTN,833.1,2026-02-26,KH-00415,,,,104285902.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1529,BH26.0863,C26TTN,835.1,2026-02-26,KH-00358,,,,21513328.0,14,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1530,BH26.0852,C26TTN,824.1,2026-02-26,KH-00342,,,,180464030.0,120,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1531,BH26.0864,C26TTN,836.1,2026-02-26,KH-00447,,,,81772946.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1532,BH26.0865,C26TTN,837.1,2026-02-26,KH-00424,,,,39753326.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1533,BH26.0866,C26TTN,838.1,2026-02-26,KH-00663,,,,37876656.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1534,BH26.0867,C26TTN,839.1,2026-02-26,KH-00381,,,,39177772.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1535,BH26.0868,C26TTN,840.1,2026-02-26,KH-00453,,,,149084410.0,96,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1536,BH26.0869,C26TTN,841.1,2026-02-26,KH-00380,,,,32383326.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1537,BH26.0870,C26TTN,842.1,2026-02-26,KH-00024,,,,63177760.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1538,BH26.0871,C26TTN,843.1,2026-02-26,KH-00693,,,,70033314.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1539,BH26.0872,C26TTN,844.1,2026-02-26,KH-00694,,,,116568864.0,68,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1540,BH26.0873,C26TTN,845.1,2026-02-26,KH-00349,,,,301685502.0,160,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1541,BH26.0874,C26TTN,846.1,2026-02-26,KH-00484,,,,132654412.0,82,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1542,BH26.0851,C26TTN,823.1,2026-02-26,KH-00389,,,,64633876.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1543,BH26.0836,C26TTN,808.1,2026-02-26,KH-00689,,,,10484440.0,8,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1544,BH26.0849,C26TTN,821.1,2026-02-26,KH-00403,,,,96581092.0,62,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1545,BH26.0826,C26TTN,41.2,2026-02-26,KH-00157,,,,4722222.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1546,BH26.0850,C26TTN,822.1,2026-02-26,KH-00049,,,,41719992.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1547,BH26.0828,C26TTN,800.1,2026-02-26,KH-00006,,,,25253144.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1548,BH26.0829,C26TTN,801.1,2026-02-26,KH-00006,,,,11492962.0,8,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1549,BH26.0830,C26TTN,802.1,2026-02-26,KH-00006,,,,25267404.0,16,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1550,BH26.0831,C26TTN,803.1,2026-02-26,KH-00006,,,,23399446.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1551,BH26.0832,C26TTN,804.1,2026-02-26,KH-00006,,,,36917220.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1552,BH26.0833,C26TTN,805.1,2026-02-26,KH-00006,,,,29516664.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1553,BH26.0834,C26TTN,806.1,2026-02-26,KH-00647,,,,2653702.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1554,BH26.0835,C26TTN,807.1,2026-02-26,KH-00647,,,,24464436.0,16,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1555,BH26.0837,C26TTN,809.1,2026-02-26,KH-00689,,,,43780358.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1556,BH26.0827,C26TTN,799.1,2026-02-26,KH-00688,,,,100327750.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1557,BH26.0839,C26TTN,811.1,2026-02-26,KH-00556,,,,41392580.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1558,BH26.0838,C26TTN,810.1,2026-02-26,KH-00690,,,,184321068.0,118,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1559,BH26.0847,C26TTN,819.1,2026-02-26,KH-00662,,,,68292202.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1560,BH26.0846,C26TTN,818.1,2026-02-26,KH-00353,,,,34668880.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1561,BH26.0845,C26TTN,817.1,2026-02-26,KH-00630,,,,28199622.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1562,BH26.0848,C26TTN,820.1,2026-02-26,KH-00180,,,,72507752.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1563,BH26.0843,C26TTN,815.1,2026-02-26,KH-00658,,,,205288830.0,116,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1564,BH26.0842,C26TTN,814.1,2026-02-26,KH-00505,,,,45801094.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1565,BH26.0841,C26TTN,813.1,2026-02-26,KH-00578,,,,45138884.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1566,BH26.0840,C26TTN,812.1,2026-02-26,KH-00691,,,,31833332.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1567,BH26.0844,C26TTN,816.1,2026-02-26,KH-00088,,,,117833860.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1568,BH26.0902,C26TTN,873.1,2026-02-27,KH-00700,,,,53213318.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1569,BH26.0896,C26TTN,867.1,2026-02-27,KH-00584,,,,82608120.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1570,BH26.0897,C26TTN,868.1,2026-02-27,KH-00699,,,,68132202.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1571,BH26.0898,C26TTN,869.1,2026-02-27,KH-00488,,,,107127392.0,66,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1572,BH26.0899,C26TTN,870.1,2026-02-27,KH-00489,,,,96343308.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1573,BH26.0900,C26TTN,871.1,2026-02-27,KH-00519,,,,132099986.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1574,BH26.0901,C26TTN,872.1,2026-02-27,KH-00374,,,,205429754.0,136,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1575,BH26.0903,C26TTN,874.1,2026-02-27,KH-00437,,,,47505546.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1576,BH26.0909,C26TTN,880.1,2026-02-27,KH-00701,,,,72581102.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1577,BH26.0905,C26TTN,876.1,2026-02-27,KH-00556,,,,55758864.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1578,BH26.0906,C26TTN,877.1,2026-02-27,KH-00527,,,,49167762.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1579,BH26.0907,C26TTN,878.1,2026-02-27,KH-00514,,,,96934230.0,66,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1580,BH26.0908,C26TTN,879.1,2026-02-27,KH-00469,,,,145128860.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1581,BH26.0910,C26TTN,881.1,2026-02-27,KH-00441,,,,108801108.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1582,BH26.0911,C26TTN,882.1,2026-02-27,KH-00505,,,,87576646.0,50,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1583,BH26.0912,C26TTN,883.1,2026-02-27,KH-00404,,,,140403314.0,86,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1584,BH26.0913,C26TTN,884.1,2026-02-27,KH-00091,,,,362240000.0,358,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1585,BH26.0904,C26TTN,875.1,2026-02-27,KH-00553,,,,132624208.0,84,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
1586,BH26.0895,C26TTN,866.1,2026-02-27,KH-00557,,,,66172760.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
